survtype,countryname,yearweek,pathogen,pathogentype,indicator,age,value
non-sentinel,Ireland,2022-W15,SARS-CoV-2,SARS-CoV-2,ICUinpatients,65+,0
non-sentinel,Ireland,2022-W15,SARS-CoV-2,SARS-CoV-2,ICUinpatients,total,58
non-sentinel,Ireland,2022-W15,SARS-CoV-2,SARS-CoV-2,ICUinpatients,unk,58
non-sentinel,Ireland,2022-W15,SARS-CoV-2,SARS-CoV-2,deaths,15-64,8
non-sentinel,Ireland,2022-W15,SARS-CoV-2,SARS-CoV-2,deaths,5-14,1
non-sentinel,Ireland,2022-W15,SARS-CoV-2,SARS-CoV-2,deaths,65+,86
non-sentinel,Ireland,2022-W15,SARS-CoV-2,SARS-CoV-2,deaths,total,95
non-sentinel,Ireland,2022-W15,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,0-4,31
non-sentinel,Ireland,2022-W15,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,15-64,274
non-sentinel,Ireland,2022-W15,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,5-14,16
non-sentinel,Ireland,2022-W15,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,65+,464
non-sentinel,Ireland,2022-W15,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,785
non-sentinel,Ireland,2022-W15,SARS-CoV-2,SARS-CoV-2,hospitalinpatients,0-4,0
non-sentinel,Ireland,2022-W15,SARS-CoV-2,SARS-CoV-2,hospitalinpatients,15-64,0
non-sentinel,Ireland,2022-W15,SARS-CoV-2,SARS-CoV-2,hospitalinpatients,5-14,0
non-sentinel,Ireland,2022-W15,SARS-CoV-2,SARS-CoV-2,hospitalinpatients,65+,0
non-sentinel,Ireland,2022-W15,SARS-CoV-2,SARS-CoV-2,hospitalinpatients,total,933
non-sentinel,Ireland,2022-W15,SARS-CoV-2,SARS-CoV-2,hospitalinpatients,unk,933
non-sentinel,Ireland,2022-W14,Influenza,Influenza,ICUadmissions,15-64,1
non-sentinel,Ireland,2022-W14,Influenza,Influenza,ICUadmissions,total,1
non-sentinel,Ireland,2022-W14,Influenza,Influenza,deaths,15-64,1
non-sentinel,Ireland,2022-W14,Influenza,Influenza,deaths,total,1
non-sentinel,Ireland,2022-W14,Influenza,Influenza,hospitaladmissions,0-4,6
non-sentinel,Ireland,2022-W14,Influenza,Influenza,hospitaladmissions,15-64,14
non-sentinel,Ireland,2022-W14,Influenza,Influenza,hospitaladmissions,5-14,4
non-sentinel,Ireland,2022-W14,Influenza,Influenza,hospitaladmissions,65+,21
non-sentinel,Ireland,2022-W14,Influenza,Influenza,hospitaladmissions,total,45
non-sentinel,Ireland,2022-W14,SARS-CoV-2,SARS-CoV-2,ICUadmissions,15-64,6
non-sentinel,Ireland,2022-W14,SARS-CoV-2,SARS-CoV-2,ICUadmissions,5-14,1
non-sentinel,Ireland,2022-W14,SARS-CoV-2,SARS-CoV-2,ICUadmissions,65+,11
non-sentinel,Ireland,2022-W14,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,18
non-sentinel,Ireland,2022-W14,SARS-CoV-2,SARS-CoV-2,ICUinpatients,0-4,0
non-sentinel,Ireland,2022-W14,SARS-CoV-2,SARS-CoV-2,ICUinpatients,15-64,0
non-sentinel,Ireland,2022-W14,SARS-CoV-2,SARS-CoV-2,ICUinpatients,5-14,0
non-sentinel,Ireland,2022-W14,SARS-CoV-2,SARS-CoV-2,ICUinpatients,65+,0
non-sentinel,Ireland,2022-W14,SARS-CoV-2,SARS-CoV-2,ICUinpatients,total,58
non-sentinel,Ireland,2022-W14,SARS-CoV-2,SARS-CoV-2,ICUinpatients,unk,58
non-sentinel,Ireland,2022-W14,SARS-CoV-2,SARS-CoV-2,deaths,15-64,7
non-sentinel,Ireland,2022-W14,SARS-CoV-2,SARS-CoV-2,deaths,65+,90
non-sentinel,Ireland,2022-W14,SARS-CoV-2,SARS-CoV-2,deaths,total,97
non-sentinel,Ireland,2022-W14,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,0-4,54
non-sentinel,Ireland,2022-W14,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,15-64,362
non-sentinel,Ireland,2022-W14,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,5-14,29
non-sentinel,Ireland,2022-W14,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,65+,585
non-sentinel,Ireland,2022-W14,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,1030
non-sentinel,Ireland,2022-W14,SARS-CoV-2,SARS-CoV-2,hospitalinpatients,0-4,0
non-sentinel,Ireland,2022-W14,SARS-CoV-2,SARS-CoV-2,hospitalinpatients,15-64,0
non-sentinel,Ireland,2022-W14,SARS-CoV-2,SARS-CoV-2,hospitalinpatients,5-14,0
non-sentinel,Ireland,2022-W14,SARS-CoV-2,SARS-CoV-2,hospitalinpatients,65+,0
non-sentinel,Ireland,2022-W14,SARS-CoV-2,SARS-CoV-2,hospitalinpatients,total,1333
non-sentinel,Ireland,2022-W14,SARS-CoV-2,SARS-CoV-2,hospitalinpatients,unk,1333
non-sentinel,Ireland,2022-W13,Influenza,Influenza,deaths,65+,1
non-sentinel,Ireland,2022-W13,Influenza,Influenza,deaths,total,1
non-sentinel,Ireland,2022-W13,Influenza,Influenza,hospitaladmissions,0-4,6
non-sentinel,Ireland,2022-W13,Influenza,Influenza,hospitaladmissions,15-64,12
non-sentinel,Ireland,2022-W13,Influenza,Influenza,hospitaladmissions,5-14,4
non-sentinel,Ireland,2022-W13,Influenza,Influenza,hospitaladmissions,65+,13
non-sentinel,Ireland,2022-W13,Influenza,Influenza,hospitaladmissions,total,35
non-sentinel,Ireland,2022-W13,SARS-CoV-2,SARS-CoV-2,ICUadmissions,0-4,2
non-sentinel,Ireland,2022-W13,SARS-CoV-2,SARS-CoV-2,ICUadmissions,15-64,4
non-sentinel,Ireland,2022-W13,SARS-CoV-2,SARS-CoV-2,ICUadmissions,65+,12
non-sentinel,Ireland,2022-W13,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,18
non-sentinel,Ireland,2022-W13,SARS-CoV-2,SARS-CoV-2,ICUinpatients,0-4,0
non-sentinel,Ireland,2022-W13,SARS-CoV-2,SARS-CoV-2,ICUinpatients,15-64,0
non-sentinel,Ireland,2022-W13,SARS-CoV-2,SARS-CoV-2,ICUinpatients,5-14,0
non-sentinel,Ireland,2022-W13,SARS-CoV-2,SARS-CoV-2,ICUinpatients,65+,0
non-sentinel,Ireland,2022-W13,SARS-CoV-2,SARS-CoV-2,ICUinpatients,total,49
non-sentinel,Ireland,2022-W13,SARS-CoV-2,SARS-CoV-2,ICUinpatients,unk,49
non-sentinel,Ireland,2022-W13,SARS-CoV-2,SARS-CoV-2,deaths,15-64,8
non-sentinel,Ireland,2022-W13,SARS-CoV-2,SARS-CoV-2,deaths,65+,94
non-sentinel,Ireland,2022-W13,SARS-CoV-2,SARS-CoV-2,deaths,total,102
non-sentinel,Ireland,2022-W13,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,0-4,68
non-sentinel,Ireland,2022-W13,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,15-64,459
non-sentinel,Ireland,2022-W13,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,5-14,31
non-sentinel,Ireland,2022-W13,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,65+,798
non-sentinel,Ireland,2022-W13,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,1356
non-sentinel,Ireland,2022-W13,SARS-CoV-2,SARS-CoV-2,hospitalinpatients,0-4,0
non-sentinel,Ireland,2022-W13,SARS-CoV-2,SARS-CoV-2,hospitalinpatients,15-64,0
non-sentinel,Ireland,2022-W13,SARS-CoV-2,SARS-CoV-2,hospitalinpatients,5-14,0
non-sentinel,Ireland,2022-W13,SARS-CoV-2,SARS-CoV-2,hospitalinpatients,65+,0
non-sentinel,Ireland,2022-W13,SARS-CoV-2,SARS-CoV-2,hospitalinpatients,total,1610
non-sentinel,Ireland,2022-W13,SARS-CoV-2,SARS-CoV-2,hospitalinpatients,unk,1610
non-sentinel,Ireland,2022-W12,Influenza,Influenza,ICUadmissions,0-4,1
non-sentinel,Ireland,2022-W12,Influenza,Influenza,ICUadmissions,15-64,1
non-sentinel,Ireland,2022-W12,Influenza,Influenza,ICUadmissions,65+,1
non-sentinel,Ireland,2022-W12,Influenza,Influenza,ICUadmissions,total,3
non-sentinel,Ireland,2022-W12,Influenza,Influenza,deaths,65+,1
non-sentinel,Ireland,2022-W12,Influenza,Influenza,deaths,total,1
non-sentinel,Ireland,2022-W12,Influenza,Influenza,hospitaladmissions,0-4,7
non-sentinel,Ireland,2022-W12,Influenza,Influenza,hospitaladmissions,15-64,27
non-sentinel,Ireland,2022-W12,Influenza,Influenza,hospitaladmissions,65+,21
non-sentinel,Ireland,2022-W12,Influenza,Influenza,hospitaladmissions,total,55
non-sentinel,Ireland,2022-W12,SARS-CoV-2,SARS-CoV-2,ICUadmissions,0-4,5
non-sentinel,Ireland,2022-W12,SARS-CoV-2,SARS-CoV-2,ICUadmissions,15-64,12
non-sentinel,Ireland,2022-W12,SARS-CoV-2,SARS-CoV-2,ICUadmissions,5-14,1
non-sentinel,Ireland,2022-W12,SARS-CoV-2,SARS-CoV-2,ICUadmissions,65+,8
non-sentinel,Ireland,2022-W12,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,26
non-sentinel,Ireland,2022-W12,SARS-CoV-2,SARS-CoV-2,ICUinpatients,0-4,0
non-sentinel,Ireland,2022-W12,SARS-CoV-2,SARS-CoV-2,ICUinpatients,15-64,0
non-sentinel,Ireland,2022-W12,SARS-CoV-2,SARS-CoV-2,ICUinpatients,5-14,0
non-sentinel,Ireland,2022-W12,SARS-CoV-2,SARS-CoV-2,ICUinpatients,65+,0
non-sentinel,Ireland,2022-W12,SARS-CoV-2,SARS-CoV-2,ICUinpatients,total,55
non-sentinel,Ireland,2022-W12,SARS-CoV-2,SARS-CoV-2,ICUinpatients,unk,55
non-sentinel,Ireland,2022-W12,SARS-CoV-2,SARS-CoV-2,deaths,15-64,2
non-sentinel,Ireland,2022-W12,SARS-CoV-2,SARS-CoV-2,deaths,65+,70
non-sentinel,Ireland,2022-W12,SARS-CoV-2,SARS-CoV-2,deaths,total,72
non-sentinel,Ireland,2022-W12,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,0-4,73
non-sentinel,Ireland,2022-W12,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,15-64,582
non-sentinel,Ireland,2022-W12,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,5-14,42
non-sentinel,Ireland,2022-W12,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,65+,938
non-sentinel,Ireland,2022-W12,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,1635
non-sentinel,Ireland,2022-W12,SARS-CoV-2,SARS-CoV-2,hospitalinpatients,0-4,0
non-sentinel,Ireland,2022-W12,SARS-CoV-2,SARS-CoV-2,hospitalinpatients,15-64,0
non-sentinel,Ireland,2022-W12,SARS-CoV-2,SARS-CoV-2,hospitalinpatients,5-14,0
non-sentinel,Ireland,2022-W12,SARS-CoV-2,SARS-CoV-2,hospitalinpatients,65+,0
non-sentinel,Ireland,2022-W12,SARS-CoV-2,SARS-CoV-2,hospitalinpatients,total,1395
non-sentinel,Ireland,2022-W12,SARS-CoV-2,SARS-CoV-2,hospitalinpatients,unk,1395
non-sentinel,Ireland,2022-W11,Influenza,Influenza,ICUadmissions,15-64,1
non-sentinel,Ireland,2022-W11,Influenza,Influenza,ICUadmissions,65+,1
non-sentinel,Ireland,2022-W11,Influenza,Influenza,ICUadmissions,total,2
non-sentinel,Ireland,2022-W11,Influenza,Influenza,deaths,15-64,1
non-sentinel,Ireland,2022-W11,Influenza,Influenza,deaths,65+,2
non-sentinel,Ireland,2022-W11,Influenza,Influenza,deaths,total,3
non-sentinel,Ireland,2022-W11,Influenza,Influenza,hospitaladmissions,0-4,7
non-sentinel,Ireland,2022-W11,Influenza,Influenza,hospitaladmissions,15-64,23
non-sentinel,Ireland,2022-W11,Influenza,Influenza,hospitaladmissions,5-14,3
non-sentinel,Ireland,2022-W11,Influenza,Influenza,hospitaladmissions,65+,23
non-sentinel,Ireland,2022-W11,Influenza,Influenza,hospitaladmissions,total,56
non-sentinel,Ireland,2022-W11,SARS-CoV-2,SARS-CoV-2,ICUadmissions,65+,13
non-sentinel,Ireland,2022-W11,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,13
non-sentinel,Ireland,2022-W11,SARS-CoV-2,SARS-CoV-2,ICUinpatients,0-4,0
non-sentinel,Ireland,2022-W11,SARS-CoV-2,SARS-CoV-2,ICUinpatients,15-64,0
non-sentinel,Ireland,2022-W11,SARS-CoV-2,SARS-CoV-2,ICUinpatients,5-14,0
non-sentinel,Ireland,2022-W11,SARS-CoV-2,SARS-CoV-2,ICUinpatients,65+,0
non-sentinel,Ireland,2022-W11,SARS-CoV-2,SARS-CoV-2,ICUinpatients,total,44
non-sentinel,Ireland,2022-W11,SARS-CoV-2,SARS-CoV-2,ICUinpatients,unk,44
non-sentinel,Ireland,2022-W11,SARS-CoV-2,SARS-CoV-2,deaths,15-64,4
non-sentinel,Ireland,2022-W11,SARS-CoV-2,SARS-CoV-2,deaths,65+,64
non-sentinel,Ireland,2022-W11,SARS-CoV-2,SARS-CoV-2,deaths,total,68
non-sentinel,Ireland,2022-W11,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,0-4,50
non-sentinel,Ireland,2022-W11,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,15-64,329
non-sentinel,Ireland,2022-W11,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,5-14,31
non-sentinel,Ireland,2022-W11,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,65+,636
non-sentinel,Ireland,2022-W11,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,1047
non-sentinel,Ireland,2022-W11,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,unk,1
non-sentinel,Ireland,2022-W11,SARS-CoV-2,SARS-CoV-2,hospitalinpatients,0-4,0
non-sentinel,Ireland,2022-W11,SARS-CoV-2,SARS-CoV-2,hospitalinpatients,15-64,0
non-sentinel,Ireland,2022-W11,SARS-CoV-2,SARS-CoV-2,hospitalinpatients,5-14,0
non-sentinel,Ireland,2022-W11,SARS-CoV-2,SARS-CoV-2,hospitalinpatients,65+,0
non-sentinel,Ireland,2022-W11,SARS-CoV-2,SARS-CoV-2,hospitalinpatients,total,1081
non-sentinel,Ireland,2022-W11,SARS-CoV-2,SARS-CoV-2,hospitalinpatients,unk,1081
non-sentinel,Ireland,2022-W10,Influenza,Influenza,ICUadmissions,15-64,3
non-sentinel,Ireland,2022-W10,Influenza,Influenza,ICUadmissions,65+,1
non-sentinel,Ireland,2022-W10,Influenza,Influenza,ICUadmissions,total,4
non-sentinel,Ireland,2022-W10,Influenza,Influenza,hospitaladmissions,0-4,7
non-sentinel,Ireland,2022-W10,Influenza,Influenza,hospitaladmissions,15-64,41
non-sentinel,Ireland,2022-W10,Influenza,Influenza,hospitaladmissions,5-14,4
non-sentinel,Ireland,2022-W10,Influenza,Influenza,hospitaladmissions,65+,45
non-sentinel,Ireland,2022-W10,Influenza,Influenza,hospitaladmissions,total,97
non-sentinel,Ireland,2022-W10,SARS-CoV-2,SARS-CoV-2,ICUadmissions,0-4,4
non-sentinel,Ireland,2022-W10,SARS-CoV-2,SARS-CoV-2,ICUadmissions,15-64,3
non-sentinel,Ireland,2022-W10,SARS-CoV-2,SARS-CoV-2,ICUadmissions,65+,8
non-sentinel,Ireland,2022-W10,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,15
non-sentinel,Ireland,2022-W10,SARS-CoV-2,SARS-CoV-2,ICUinpatients,0-4,0
non-sentinel,Ireland,2022-W10,SARS-CoV-2,SARS-CoV-2,ICUinpatients,15-64,0
non-sentinel,Ireland,2022-W10,SARS-CoV-2,SARS-CoV-2,ICUinpatients,5-14,0
non-sentinel,Ireland,2022-W10,SARS-CoV-2,SARS-CoV-2,ICUinpatients,65+,0
non-sentinel,Ireland,2022-W10,SARS-CoV-2,SARS-CoV-2,ICUinpatients,total,47
non-sentinel,Ireland,2022-W10,SARS-CoV-2,SARS-CoV-2,ICUinpatients,unk,47
non-sentinel,Ireland,2022-W10,SARS-CoV-2,SARS-CoV-2,deaths,15-64,7
non-sentinel,Ireland,2022-W10,SARS-CoV-2,SARS-CoV-2,deaths,65+,63
non-sentinel,Ireland,2022-W10,SARS-CoV-2,SARS-CoV-2,deaths,total,70
non-sentinel,Ireland,2022-W10,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,0-4,54
non-sentinel,Ireland,2022-W10,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,15-64,373
non-sentinel,Ireland,2022-W10,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,5-14,32
non-sentinel,Ireland,2022-W10,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,65+,550
non-sentinel,Ireland,2022-W10,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,1009
non-sentinel,Ireland,2022-W10,SARS-CoV-2,SARS-CoV-2,hospitalinpatients,0-4,0
non-sentinel,Ireland,2022-W10,SARS-CoV-2,SARS-CoV-2,hospitalinpatients,15-64,0
non-sentinel,Ireland,2022-W10,SARS-CoV-2,SARS-CoV-2,hospitalinpatients,5-14,0
non-sentinel,Ireland,2022-W10,SARS-CoV-2,SARS-CoV-2,hospitalinpatients,65+,0
non-sentinel,Ireland,2022-W10,SARS-CoV-2,SARS-CoV-2,hospitalinpatients,total,829
non-sentinel,Ireland,2022-W10,SARS-CoV-2,SARS-CoV-2,hospitalinpatients,unk,829
non-sentinel,Ireland,2022-W09,Influenza,Influenza,deaths,65+,1
non-sentinel,Ireland,2022-W09,Influenza,Influenza,deaths,total,1
non-sentinel,Ireland,2022-W09,Influenza,Influenza,hospitaladmissions,0-4,4
non-sentinel,Ireland,2022-W09,Influenza,Influenza,hospitaladmissions,15-64,26
non-sentinel,Ireland,2022-W09,Influenza,Influenza,hospitaladmissions,5-14,2
non-sentinel,Ireland,2022-W09,Influenza,Influenza,hospitaladmissions,65+,35
non-sentinel,Ireland,2022-W09,Influenza,Influenza,hospitaladmissions,total,67
non-sentinel,Ireland,2022-W09,SARS-CoV-2,SARS-CoV-2,ICUadmissions,0-4,1
non-sentinel,Ireland,2022-W09,SARS-CoV-2,SARS-CoV-2,ICUadmissions,15-64,3
non-sentinel,Ireland,2022-W09,SARS-CoV-2,SARS-CoV-2,ICUadmissions,65+,4
non-sentinel,Ireland,2022-W09,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,8
non-sentinel,Ireland,2022-W09,SARS-CoV-2,SARS-CoV-2,ICUinpatients,0-4,0
non-sentinel,Ireland,2022-W09,SARS-CoV-2,SARS-CoV-2,ICUinpatients,15-64,0
non-sentinel,Ireland,2022-W09,SARS-CoV-2,SARS-CoV-2,ICUinpatients,5-14,0
non-sentinel,Ireland,2022-W09,SARS-CoV-2,SARS-CoV-2,ICUinpatients,65+,0
non-sentinel,Ireland,2022-W09,SARS-CoV-2,SARS-CoV-2,ICUinpatients,total,46
non-sentinel,Ireland,2022-W09,SARS-CoV-2,SARS-CoV-2,ICUinpatients,unk,46
non-sentinel,Ireland,2022-W09,SARS-CoV-2,SARS-CoV-2,deaths,15-64,3
non-sentinel,Ireland,2022-W09,SARS-CoV-2,SARS-CoV-2,deaths,65+,50
non-sentinel,Ireland,2022-W09,SARS-CoV-2,SARS-CoV-2,deaths,total,53
non-sentinel,Ireland,2022-W09,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,0-4,28
non-sentinel,Ireland,2022-W09,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,15-64,301
non-sentinel,Ireland,2022-W09,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,5-14,32
non-sentinel,Ireland,2022-W09,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,65+,399
non-sentinel,Ireland,2022-W09,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,760
non-sentinel,Ireland,2022-W09,SARS-CoV-2,SARS-CoV-2,hospitalinpatients,0-4,0
non-sentinel,Ireland,2022-W09,SARS-CoV-2,SARS-CoV-2,hospitalinpatients,15-64,0
non-sentinel,Ireland,2022-W09,SARS-CoV-2,SARS-CoV-2,hospitalinpatients,5-14,0
non-sentinel,Ireland,2022-W09,SARS-CoV-2,SARS-CoV-2,hospitalinpatients,65+,0
non-sentinel,Ireland,2022-W09,SARS-CoV-2,SARS-CoV-2,hospitalinpatients,total,653
non-sentinel,Ireland,2022-W09,SARS-CoV-2,SARS-CoV-2,hospitalinpatients,unk,653
non-sentinel,Ireland,2022-W08,Influenza,Influenza,hospitaladmissions,0-4,6
non-sentinel,Ireland,2022-W08,Influenza,Influenza,hospitaladmissions,15-64,12
non-sentinel,Ireland,2022-W08,Influenza,Influenza,hospitaladmissions,5-14,1
non-sentinel,Ireland,2022-W08,Influenza,Influenza,hospitaladmissions,65+,14
non-sentinel,Ireland,2022-W08,Influenza,Influenza,hospitaladmissions,total,33
non-sentinel,Ireland,2022-W08,SARS-CoV-2,SARS-CoV-2,ICUadmissions,15-64,4
non-sentinel,Ireland,2022-W08,SARS-CoV-2,SARS-CoV-2,ICUadmissions,65+,3
non-sentinel,Ireland,2022-W08,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,7
non-sentinel,Ireland,2022-W08,SARS-CoV-2,SARS-CoV-2,ICUinpatients,0-4,0
non-sentinel,Ireland,2022-W08,SARS-CoV-2,SARS-CoV-2,ICUinpatients,15-64,0
non-sentinel,Ireland,2022-W08,SARS-CoV-2,SARS-CoV-2,ICUinpatients,5-14,0
non-sentinel,Ireland,2022-W08,SARS-CoV-2,SARS-CoV-2,ICUinpatients,65+,0
non-sentinel,Ireland,2022-W08,SARS-CoV-2,SARS-CoV-2,ICUinpatients,total,54
non-sentinel,Ireland,2022-W08,SARS-CoV-2,SARS-CoV-2,ICUinpatients,unk,54
non-sentinel,Ireland,2022-W08,SARS-CoV-2,SARS-CoV-2,deaths,0-4,1
non-sentinel,Ireland,2022-W08,SARS-CoV-2,SARS-CoV-2,deaths,15-64,8
non-sentinel,Ireland,2022-W08,SARS-CoV-2,SARS-CoV-2,deaths,65+,37
non-sentinel,Ireland,2022-W08,SARS-CoV-2,SARS-CoV-2,deaths,total,46
non-sentinel,Ireland,2022-W08,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,0-4,34
non-sentinel,Ireland,2022-W08,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,15-64,230
non-sentinel,Ireland,2022-W08,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,5-14,26
non-sentinel,Ireland,2022-W08,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,65+,307
non-sentinel,Ireland,2022-W08,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,597
non-sentinel,Ireland,2022-W08,SARS-CoV-2,SARS-CoV-2,hospitalinpatients,0-4,0
non-sentinel,Ireland,2022-W08,SARS-CoV-2,SARS-CoV-2,hospitalinpatients,15-64,0
non-sentinel,Ireland,2022-W08,SARS-CoV-2,SARS-CoV-2,hospitalinpatients,5-14,0
non-sentinel,Ireland,2022-W08,SARS-CoV-2,SARS-CoV-2,hospitalinpatients,65+,0
non-sentinel,Ireland,2022-W08,SARS-CoV-2,SARS-CoV-2,hospitalinpatients,total,593
non-sentinel,Ireland,2022-W08,SARS-CoV-2,SARS-CoV-2,hospitalinpatients,unk,593
non-sentinel,Ireland,2022-W07,Influenza,Influenza,ICUadmissions,15-64,1
non-sentinel,Ireland,2022-W07,Influenza,Influenza,ICUadmissions,65+,1
non-sentinel,Ireland,2022-W07,Influenza,Influenza,ICUadmissions,total,2
non-sentinel,Ireland,2022-W07,Influenza,Influenza,deaths,15-64,1
non-sentinel,Ireland,2022-W07,Influenza,Influenza,deaths,65+,1
non-sentinel,Ireland,2022-W07,Influenza,Influenza,deaths,total,2
non-sentinel,Ireland,2022-W07,Influenza,Influenza,hospitaladmissions,0-4,1
non-sentinel,Ireland,2022-W07,Influenza,Influenza,hospitaladmissions,15-64,14
non-sentinel,Ireland,2022-W07,Influenza,Influenza,hospitaladmissions,5-14,1
non-sentinel,Ireland,2022-W07,Influenza,Influenza,hospitaladmissions,65+,14
non-sentinel,Ireland,2022-W07,Influenza,Influenza,hospitaladmissions,total,30
non-sentinel,Ireland,2022-W07,SARS-CoV-2,SARS-CoV-2,ICUadmissions,15-64,2
non-sentinel,Ireland,2022-W07,SARS-CoV-2,SARS-CoV-2,ICUadmissions,5-14,1
non-sentinel,Ireland,2022-W07,SARS-CoV-2,SARS-CoV-2,ICUadmissions,65+,7
non-sentinel,Ireland,2022-W07,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,10
non-sentinel,Ireland,2022-W07,SARS-CoV-2,SARS-CoV-2,ICUinpatients,0-4,0
non-sentinel,Ireland,2022-W07,SARS-CoV-2,SARS-CoV-2,ICUinpatients,15-64,0
non-sentinel,Ireland,2022-W07,SARS-CoV-2,SARS-CoV-2,ICUinpatients,5-14,0
non-sentinel,Ireland,2022-W07,SARS-CoV-2,SARS-CoV-2,ICUinpatients,65+,0
non-sentinel,Ireland,2022-W07,SARS-CoV-2,SARS-CoV-2,ICUinpatients,total,62
non-sentinel,Ireland,2022-W07,SARS-CoV-2,SARS-CoV-2,ICUinpatients,unk,62
non-sentinel,Ireland,2022-W07,SARS-CoV-2,SARS-CoV-2,deaths,15-64,5
non-sentinel,Ireland,2022-W07,SARS-CoV-2,SARS-CoV-2,deaths,65+,47
non-sentinel,Ireland,2022-W07,SARS-CoV-2,SARS-CoV-2,deaths,total,52
non-sentinel,Ireland,2022-W07,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,0-4,28
non-sentinel,Ireland,2022-W07,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,15-64,294
non-sentinel,Ireland,2022-W07,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,5-14,25
non-sentinel,Ireland,2022-W07,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,65+,309
non-sentinel,Ireland,2022-W07,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,656
non-sentinel,Ireland,2022-W07,SARS-CoV-2,SARS-CoV-2,hospitalinpatients,0-4,0
non-sentinel,Ireland,2022-W07,SARS-CoV-2,SARS-CoV-2,hospitalinpatients,15-64,0
non-sentinel,Ireland,2022-W07,SARS-CoV-2,SARS-CoV-2,hospitalinpatients,5-14,0
non-sentinel,Ireland,2022-W07,SARS-CoV-2,SARS-CoV-2,hospitalinpatients,65+,0
non-sentinel,Ireland,2022-W07,SARS-CoV-2,SARS-CoV-2,hospitalinpatients,total,631
non-sentinel,Ireland,2022-W07,SARS-CoV-2,SARS-CoV-2,hospitalinpatients,unk,631
non-sentinel,Ireland,2022-W06,Influenza,Influenza,ICUadmissions,15-64,1
non-sentinel,Ireland,2022-W06,Influenza,Influenza,ICUadmissions,total,1
non-sentinel,Ireland,2022-W06,Influenza,Influenza,hospitaladmissions,15-64,9
non-sentinel,Ireland,2022-W06,Influenza,Influenza,hospitaladmissions,65+,15
non-sentinel,Ireland,2022-W06,Influenza,Influenza,hospitaladmissions,total,24
non-sentinel,Ireland,2022-W06,SARS-CoV-2,SARS-CoV-2,ICUadmissions,0-4,1
non-sentinel,Ireland,2022-W06,SARS-CoV-2,SARS-CoV-2,ICUadmissions,15-64,4
non-sentinel,Ireland,2022-W06,SARS-CoV-2,SARS-CoV-2,ICUadmissions,5-14,1
non-sentinel,Ireland,2022-W06,SARS-CoV-2,SARS-CoV-2,ICUadmissions,65+,7
